record_id,sample_index,part_id,measurement_timestamp_sgt,production_date_sgt,batch_id,process_stage,shift,assembly_operator_id,appraiser_id,improvement_plan_id,improvement_actions,source_system,motor_current_a,jaw_alignment_error_mm,gear_backlash_deg,pad_thickness_mm,fastener_torque_nm,sensor_zero_offset_n,measured_force_n,target_n,lsl_n,usl_n,deviation_from_target_n,spec_status,defect_type,defect_flag,device_id,protocol_id,test_block_id,test_block_diameter_mm,closing_speed_mm_s,hold_time_s,contact_distance_from_jaw_root_mm,device_resolution_n,ctq,data_label,generation_model_version,process_seed,measurement_seed
BL-159,159,EG-B-159,2026-08-13T00:00:00+08:00,2026-08-12,BATCH-B-08,Before Improvement,Night,OP-A,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.083,0.186,0.768,2.963,2.408,-0.008,12.39,12.00,10.00,14.00,0.39,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-160,160,EG-B-160,2026-08-13T00:30:00+08:00,2026-08-12,BATCH-B-08,Before Improvement,Night,OP-A,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.943,0.175,1.276,3.096,2.485,-0.060,11.91,12.00,10.00,14.00,-0.09,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-161,161,EG-B-161,2026-08-13T08:00:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Day,OP-C,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.709,0.281,0.702,2.988,2.461,-0.081,10.87,12.00,10.00,14.00,-1.13,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-162,162,EG-B-162,2026-08-13T08:30:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Day,OP-C,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.626,0.35,1.138,3.01,2.348,-0.002,9.98,12.00,10.00,14.00,-2.02,Out of Specification,Under Force,1,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-163,163,EG-B-163,2026-08-13T09:00:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Day,OP-C,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.165,0.313,0.817,2.887,2.212,0.016,12.70,12.00,10.00,14.00,0.70,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-164,164,EG-B-164,2026-08-13T09:30:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Day,OP-C,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.75,0.286,0.902,2.94,2.147,-0.004,10.61,12.00,10.00,14.00,-1.39,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-165,165,EG-B-165,2026-08-13T10:00:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Day,OP-C,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.849,0.254,0.761,3.183,2.095,0.025,11.21,12.00,10.00,14.00,-0.79,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-166,166,EG-B-166,2026-08-13T10:30:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Day,OP-A,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.837,0.235,0.806,2.848,2.595,-0.072,11.18,12.00,10.00,14.00,-0.82,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-167,167,EG-B-167,2026-08-13T11:00:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Day,OP-A,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.624,0.358,0.531,2.908,2.575,-0.014,11.19,12.00,10.00,14.00,-0.81,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-168,168,EG-B-168,2026-08-13T11:30:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Day,OP-A,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.891,0.226,0.785,2.997,2.6,-0.054,11.43,12.00,10.00,14.00,-0.57,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-169,169,EG-B-169,2026-08-13T12:00:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Day,OP-A,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.888,0.226,1.116,3.034,2.646,0.037,11.83,12.00,10.00,14.00,-0.17,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-170,170,EG-B-170,2026-08-13T12:30:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Day,OP-A,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.037,0.288,0.847,3.157,2.684,0.037,12.16,12.00,10.00,14.00,0.16,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-171,171,EG-B-171,2026-08-13T20:00:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Night,OP-A,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.911,0.371,1.239,3.089,2.305,0.061,11.42,12.00,10.00,14.00,-0.58,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-172,172,EG-B-172,2026-08-13T20:30:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Night,OP-A,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.097,0.163,0.863,2.886,2.018,-0.003,12.04,12.00,10.00,14.00,0.04,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-173,173,EG-B-173,2026-08-13T21:00:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Night,OP-A,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.063,0.236,0.981,2.973,2.113,0.043,12.07,12.00,10.00,14.00,0.07,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-174,174,EG-B-174,2026-08-13T21:30:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Night,OP-A,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.88,0.21,1.158,2.899,2.444,-0.045,11.23,12.00,10.00,14.00,-0.77,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-175,175,EG-B-175,2026-08-13T22:00:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Night,OP-A,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.216,0.166,0.584,3.035,2.403,0.008,12.47,12.00,10.00,14.00,0.47,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-176,176,EG-B-176,2026-08-13T22:30:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Night,OP-B,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.696,0.433,1.088,2.912,2.244,-0.006,10.06,12.00,10.00,14.00,-1.94,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-177,177,EG-B-177,2026-08-13T23:00:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Night,OP-B,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.052,0.207,0.804,3.104,2.367,-0.019,12.15,12.00,10.00,14.00,0.15,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-178,178,EG-B-178,2026-08-13T23:30:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Night,OP-B,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.81,0.309,0.605,3.167,2.474,-0.031,11.03,12.00,10.00,14.00,-0.97,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-179,179,EG-B-179,2026-08-14T00:00:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Night,OP-B,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.069,0.118,0.731,3.038,2.76,0.022,12.22,12.00,10.00,14.00,0.22,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-180,180,EG-B-180,2026-08-14T00:30:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Night,OP-B,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.842,0.345,1.311,2.972,2.119,0.017,10.95,12.00,10.00,14.00,-1.05,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-181,181,EG-B-181,2026-08-14T08:00:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Day,OP-A,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.056,0.106,0.465,3.039,2.75,0.007,12.44,12.00,10.00,14.00,0.44,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-182,182,EG-B-182,2026-08-14T08:30:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Day,OP-A,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.845,0.211,0.343,3.055,2.349,0.021,11.94,12.00,10.00,14.00,-0.06,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-183,183,EG-B-183,2026-08-14T09:00:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Day,OP-A,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.92,0.168,0.348,2.968,2.49,0.060,11.32,12.00,10.00,14.00,-0.68,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-184,184,EG-B-184,2026-08-14T09:30:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Day,OP-A,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.974,0.309,0.631,3.073,2.583,-0.005,11.76,12.00,10.00,14.00,-0.24,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-185,185,EG-B-185,2026-08-14T10:00:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Day,OP-A,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.571,0.288,0.791,2.958,2.397,-0.033,10.39,12.00,10.00,14.00,-1.61,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-186,186,EG-B-186,2026-08-14T10:30:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Day,OP-B,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.229,0.022,0.867,3.048,2.183,-0.029,12.66,12.00,10.00,14.00,0.66,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-187,187,EG-B-187,2026-08-14T11:00:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Day,OP-B,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.76,0.197,0.718,3.144,2.601,0.084,11.86,12.00,10.00,14.00,-0.14,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-188,188,EG-B-188,2026-08-14T11:30:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Day,OP-B,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.905,0.447,0.471,2.98,1.86,0.014,11.31,12.00,10.00,14.00,-0.69,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-189,189,EG-B-189,2026-08-14T12:00:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Day,OP-B,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.652,0.225,0.711,2.906,2.584,-0.035,10.95,12.00,10.00,14.00,-1.05,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-190,190,EG-B-190,2026-08-14T12:30:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Day,OP-B,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.9,0.264,0.162,3.088,2.69,-0.043,11.70,12.00,10.00,14.00,-0.30,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-191,191,EG-B-191,2026-08-14T20:00:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Night,OP-B,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.671,0.246,0.394,3.015,2.293,-0.071,11.78,12.00,10.00,14.00,-0.22,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-192,192,EG-B-192,2026-08-14T20:30:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Night,OP-B,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.91,0.192,1.195,3.026,2.356,-0.026,11.83,12.00,10.00,14.00,-0.17,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-193,193,EG-B-193,2026-08-14T21:00:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Night,OP-B,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.607,0.259,0.494,3.013,2.518,0.005,10.58,12.00,10.00,14.00,-1.42,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-194,194,EG-B-194,2026-08-14T21:30:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Night,OP-B,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.032,0.234,0.5,2.775,2.372,0.013,11.85,12.00,10.00,14.00,-0.15,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-195,195,EG-B-195,2026-08-14T22:00:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Night,OP-B,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.294,0.177,1.303,2.865,2.373,-0.054,12.75,12.00,10.00,14.00,0.75,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-196,196,EG-B-196,2026-08-14T22:30:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Night,OP-C,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.341,0.294,0.756,2.873,2.427,-0.025,12.60,12.00,10.00,14.00,0.60,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-197,197,EG-B-197,2026-08-14T23:00:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Night,OP-C,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.811,0.307,0.42,3.085,1.981,-0.051,11.56,12.00,10.00,14.00,-0.44,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-198,198,EG-B-198,2026-08-14T23:30:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Night,OP-C,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.106,0.554,0.428,2.961,2.147,0.015,11.76,12.00,10.00,14.00,-0.24,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-199,199,EG-B-199,2026-08-15T00:00:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Night,OP-C,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.777,0.422,0.436,3.104,2.895,-0.027,11.46,12.00,10.00,14.00,-0.54,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-200,200,EG-B-200,2026-08-15T00:30:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Night,OP-C,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.871,0.278,0.533,2.93,2.089,-0.020,11.49,12.00,10.00,14.00,-0.51,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
