record_id,sample_index,part_id,measurement_timestamp_sgt,production_date_sgt,batch_id,process_stage,shift,assembly_operator_id,appraiser_id,improvement_plan_id,improvement_actions,source_system,motor_current_a,jaw_alignment_error_mm,gear_backlash_deg,pad_thickness_mm,fastener_torque_nm,sensor_zero_offset_n,measured_force_n,target_n,lsl_n,usl_n,deviation_from_target_n,spec_status,defect_type,defect_flag,device_id,protocol_id,test_block_id,test_block_diameter_mm,closing_speed_mm_s,hold_time_s,contact_distance_from_jaw_root_mm,device_resolution_n,ctq,data_label,generation_model_version,process_seed,measurement_seed
AF-119,119,EG-A-119,2026-09-01T00:00:00+08:00,2026-08-31,BATCH-A-06,After Improvement,Night,OP-B,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.057,0.19,0.319,3.006,2.485,-0.056,12.10,12.00,10.00,14.00,0.10,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-120,120,EG-A-120,2026-09-01T00:30:00+08:00,2026-08-31,BATCH-A-06,After Improvement,Night,OP-B,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.968,0.109,0.296,2.974,2.485,0.012,12.20,12.00,10.00,14.00,0.20,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-121,121,EG-A-121,2026-09-01T08:00:00+08:00,2026-09-01,BATCH-A-07,After Improvement,Day,OP-A,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.989,0.068,0.182,3.079,2.43,0.015,11.96,12.00,10.00,14.00,-0.04,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-122,122,EG-A-122,2026-09-01T08:30:00+08:00,2026-09-01,BATCH-A-07,After Improvement,Day,OP-A,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.776,0.107,0.586,2.965,2.436,-0.076,11.60,12.00,10.00,14.00,-0.40,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-123,123,EG-A-123,2026-09-01T09:00:00+08:00,2026-09-01,BATCH-A-07,After Improvement,Day,OP-A,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.106,0.169,0.326,3.033,2.427,0.054,12.63,12.00,10.00,14.00,0.63,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-124,124,EG-A-124,2026-09-01T09:30:00+08:00,2026-09-01,BATCH-A-07,After Improvement,Day,OP-A,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.884,0.209,0.563,2.911,2.366,0.024,11.10,12.00,10.00,14.00,-0.90,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-125,125,EG-A-125,2026-09-01T10:00:00+08:00,2026-09-01,BATCH-A-07,After Improvement,Day,OP-A,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.847,0.188,0.52,2.935,2.446,-0.015,11.35,12.00,10.00,14.00,-0.65,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-126,126,EG-A-126,2026-09-01T10:30:00+08:00,2026-09-01,BATCH-A-07,After Improvement,Day,OP-B,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.942,0.178,0.335,3.059,2.672,0.037,12.20,12.00,10.00,14.00,0.20,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-127,127,EG-A-127,2026-09-01T11:00:00+08:00,2026-09-01,BATCH-A-07,After Improvement,Day,OP-B,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.783,0.157,0.446,2.958,2.717,0.052,11.25,12.00,10.00,14.00,-0.75,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-128,128,EG-A-128,2026-09-01T11:30:00+08:00,2026-09-01,BATCH-A-07,After Improvement,Day,OP-B,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.857,0.146,0.551,3.094,2.477,0.008,12.23,12.00,10.00,14.00,0.23,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-129,129,EG-A-129,2026-09-01T12:00:00+08:00,2026-09-01,BATCH-A-07,After Improvement,Day,OP-B,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.975,0.169,0.523,2.926,2.492,0.027,11.54,12.00,10.00,14.00,-0.46,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-130,130,EG-A-130,2026-09-01T12:30:00+08:00,2026-09-01,BATCH-A-07,After Improvement,Day,OP-B,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.966,0.037,0.482,3.019,2.449,-0.060,12.34,12.00,10.00,14.00,0.34,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-131,131,EG-A-131,2026-09-01T20:00:00+08:00,2026-09-01,BATCH-A-07,After Improvement,Night,OP-B,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.025,0.074,0.379,3.02,2.501,-0.051,12.15,12.00,10.00,14.00,0.15,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-132,132,EG-A-132,2026-09-01T20:30:00+08:00,2026-09-01,BATCH-A-07,After Improvement,Night,OP-B,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.031,0.267,0.418,3.155,2.405,-0.011,12.55,12.00,10.00,14.00,0.55,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-133,133,EG-A-133,2026-09-01T21:00:00+08:00,2026-09-01,BATCH-A-07,After Improvement,Night,OP-B,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.837,0.269,0.596,3.016,2.438,-0.008,11.19,12.00,10.00,14.00,-0.81,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-134,134,EG-A-134,2026-09-01T21:30:00+08:00,2026-09-01,BATCH-A-07,After Improvement,Night,OP-B,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.996,0.135,0.559,3.051,2.472,-0.023,12.01,12.00,10.00,14.00,0.01,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-135,135,EG-A-135,2026-09-01T22:00:00+08:00,2026-09-01,BATCH-A-07,After Improvement,Night,OP-B,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.589,0.13,0.62,3.087,2.409,-0.038,11.17,12.00,10.00,14.00,-0.83,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-136,136,EG-A-136,2026-09-01T22:30:00+08:00,2026-09-01,BATCH-A-07,After Improvement,Night,OP-C,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.848,0.127,0.426,2.916,2.521,0.005,11.50,12.00,10.00,14.00,-0.50,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-137,137,EG-A-137,2026-09-01T23:00:00+08:00,2026-09-01,BATCH-A-07,After Improvement,Night,OP-C,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.034,0.158,0.602,3.034,2.542,-0.076,12.22,12.00,10.00,14.00,0.22,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-138,138,EG-A-138,2026-09-01T23:30:00+08:00,2026-09-01,BATCH-A-07,After Improvement,Night,OP-C,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.063,0.19,0.507,3.055,2.542,0.067,11.81,12.00,10.00,14.00,-0.19,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-139,139,EG-A-139,2026-09-02T00:00:00+08:00,2026-09-01,BATCH-A-07,After Improvement,Night,OP-C,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.176,0.162,0.521,3.103,2.433,-0.011,13.05,12.00,10.00,14.00,1.05,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-140,140,EG-A-140,2026-09-02T00:30:00+08:00,2026-09-01,BATCH-A-07,After Improvement,Night,OP-C,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.916,0.152,0.596,3.026,2.491,-0.021,11.53,12.00,10.00,14.00,-0.47,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-141,141,EG-A-141,2026-09-02T08:00:00+08:00,2026-09-02,BATCH-A-08,After Improvement,Day,OP-B,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.018,0.158,0.572,3.127,2.665,0.016,12.50,12.00,10.00,14.00,0.50,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-142,142,EG-A-142,2026-09-02T08:30:00+08:00,2026-09-02,BATCH-A-08,After Improvement,Day,OP-B,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.791,0.057,0.678,3.037,2.478,0.030,12.16,12.00,10.00,14.00,0.16,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-143,143,EG-A-143,2026-09-02T09:00:00+08:00,2026-09-02,BATCH-A-08,After Improvement,Day,OP-B,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.019,0.171,0.512,2.959,2.436,0.067,12.29,12.00,10.00,14.00,0.29,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-144,144,EG-A-144,2026-09-02T09:30:00+08:00,2026-09-02,BATCH-A-08,After Improvement,Day,OP-B,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.043,0.178,0.3,3.084,2.669,0.054,13.26,12.00,10.00,14.00,1.26,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-145,145,EG-A-145,2026-09-02T10:00:00+08:00,2026-09-02,BATCH-A-08,After Improvement,Day,OP-B,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.049,0.196,0.396,3.022,2.624,-0.016,11.59,12.00,10.00,14.00,-0.41,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-146,146,EG-A-146,2026-09-02T10:30:00+08:00,2026-09-02,BATCH-A-08,After Improvement,Day,OP-C,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.014,0.221,0.525,3.079,2.437,-0.065,11.95,12.00,10.00,14.00,-0.05,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-147,147,EG-A-147,2026-09-02T11:00:00+08:00,2026-09-02,BATCH-A-08,After Improvement,Day,OP-C,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.984,0.182,0.606,3.058,2.471,0.011,11.66,12.00,10.00,14.00,-0.34,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-148,148,EG-A-148,2026-09-02T11:30:00+08:00,2026-09-02,BATCH-A-08,After Improvement,Day,OP-C,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.975,0.023,0.358,3.03,2.568,-0.035,12.85,12.00,10.00,14.00,0.85,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-149,149,EG-A-149,2026-09-02T12:00:00+08:00,2026-09-02,BATCH-A-08,After Improvement,Day,OP-C,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.853,0.194,0.459,2.973,2.337,0.049,11.44,12.00,10.00,14.00,-0.56,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-150,150,EG-A-150,2026-09-02T12:30:00+08:00,2026-09-02,BATCH-A-08,After Improvement,Day,OP-C,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.752,0.183,0.378,3.05,2.516,-0.043,11.32,12.00,10.00,14.00,-0.68,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-151,151,EG-A-151,2026-09-02T20:00:00+08:00,2026-09-02,BATCH-A-08,After Improvement,Night,OP-C,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.892,0.091,0.424,3.009,2.478,0.039,12.35,12.00,10.00,14.00,0.35,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-152,152,EG-A-152,2026-09-02T20:30:00+08:00,2026-09-02,BATCH-A-08,After Improvement,Night,OP-C,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.967,0.135,0.353,3.094,2.589,-0.019,12.23,12.00,10.00,14.00,0.23,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-153,153,EG-A-153,2026-09-02T21:00:00+08:00,2026-09-02,BATCH-A-08,After Improvement,Night,OP-C,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.928,0.233,0.576,3.133,2.425,-0.073,12.06,12.00,10.00,14.00,0.06,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-154,154,EG-A-154,2026-09-02T21:30:00+08:00,2026-09-02,BATCH-A-08,After Improvement,Night,OP-C,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.913,0.157,0.466,3.019,2.453,-0.013,12.06,12.00,10.00,14.00,0.06,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-155,155,EG-A-155,2026-09-02T22:00:00+08:00,2026-09-02,BATCH-A-08,After Improvement,Night,OP-C,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.967,0.185,0.169,3.116,2.388,-0.020,12.05,12.00,10.00,14.00,0.05,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-156,156,EG-A-156,2026-09-02T22:30:00+08:00,2026-09-02,BATCH-A-08,After Improvement,Night,OP-A,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.113,0.143,0.377,3.034,2.514,0.019,12.26,12.00,10.00,14.00,0.26,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-157,157,EG-A-157,2026-09-02T23:00:00+08:00,2026-09-02,BATCH-A-08,After Improvement,Night,OP-A,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.754,0.162,0.346,2.994,2.558,-0.017,10.97,12.00,10.00,14.00,-1.03,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-158,158,EG-A-158,2026-09-02T23:30:00+08:00,2026-09-02,BATCH-A-08,After Improvement,Night,OP-A,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.178,0.025,0.467,3.145,2.616,-0.026,13.08,12.00,10.00,14.00,1.08,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-159,159,EG-A-159,2026-09-03T00:00:00+08:00,2026-09-02,BATCH-A-08,After Improvement,Night,OP-A,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.05,0.15,0.292,2.962,2.561,0.030,12.43,12.00,10.00,14.00,0.43,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-160,160,EG-A-160,2026-09-03T00:30:00+08:00,2026-09-02,BATCH-A-08,After Improvement,Night,OP-A,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.848,0.091,0.651,3.014,2.482,0.027,11.40,12.00,10.00,14.00,-0.60,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-161,161,EG-A-161,2026-09-03T08:00:00+08:00,2026-09-03,BATCH-A-09,After Improvement,Day,OP-C,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.939,0.108,0.202,3.058,2.369,0.017,12.56,12.00,10.00,14.00,0.56,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-162,162,EG-A-162,2026-09-03T08:30:00+08:00,2026-09-03,BATCH-A-09,After Improvement,Day,OP-C,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.927,0.093,0.46,3.015,2.656,0.059,12.39,12.00,10.00,14.00,0.39,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
